reservation_date,country_from,reserved_room_type,customer_type
8/8/2017,GBR,F,Transient
8/8/2017,BRA,A,Transient
8/8/2017,PRT,D,Transient
8/6/2017,PRT,A,Transient
8/4/2017,PRT,E,Transient
8/11/2017,PRT,E,Transient
8/6/2017,CN,C,Transient
8/7/2017,POL,A,Contract
8/7/2017,POL,A,Contract
8/8/2017,GBR,A,Transient
8/13/2017,USA,A,Transient
8/9/2017,HUN,A,Contract
8/11/2017,GBR,D,Contract
8/7/2017,PRT,D,Transient
8/12/2017,GBR,D,Transient
8/8/2017,PRT,A,Transient
8/6/2017,PRT,D,Transient
8/10/2017,FRA,G,Transient
8/7/2017,ESP,E,Transient
8/7/2017,POL,E,Contract
8/10/2017,IRL,A,Transient
8/11/2017,ESP,A,Transient
8/7/2017,ESP,A,Transient
8/9/2017,CN,D,Transient
8/13/2017,PRT,A,Transient
8/7/2017,DEU,A,Transient-Party
8/12/2017,ESP,C,Transient
8/10/2017,CN,A,Transient
8/13/2017,LUX,A,Transient
8/9/2017,CHE,A,Transient
8/10/2017,ESP,A,Transient
8/11/2017,IRL,A,Transient
8/7/2017,GBR,D,Group
8/9/2017,SWE,A,Transient
8/13/2017,AUS,A,Transient
8/8/2017,GBR,A,Contract
8/9/2017,NOR,A,Transient
8/7/2017,FRA,E,Transient
8/5/2017,IRL,A,Contract
8/11/2017,GBR,D,Contract
8/11/2017,GBR,D,Contract
8/11/2017,GBR,A,Contract
8/14/2017,PRT,A,Transient-Party
8/14/2017,PRT,A,Transient-Party
8/9/2017,PRT,G,Transient
8/8/2017,ESP,A,Transient
8/12/2017,PRT,A,Transient
8/12/2017,PRT,A,Transient
8/5/2017,PRT,A,Transient
8/12/2017,PRT,D,Transient
8/13/2017,PRT,C,Transient
8/13/2017,FRA,A,Transient
8/15/2017,FRA,A,Transient
8/8/2017,CN,C,Transient
8/13/2017,PRT,A,Transient
8/9/2017,CN,A,Transient
8/11/2017,PRT,E,Transient
8/11/2017,PRT,D,Transient-Party
8/11/2017,PRT,D,Transient-Party
8/14/2017,PRT,A,Transient
8/8/2017,PRT,A,Transient
8/10/2017,GBR,A,Transient
8/6/2017,GBR,D,Contract
8/13/2017,PRT,A,Transient
8/9/2017,PRT,G,Transient
8/14/2017,PRT,A,Transient
8/7/2017,FRA,E,Transient
8/11/2017,GBR,D,Contract
8/8/2017,ESP,D,Transient
8/15/2017,PRT,C,Transient
8/15/2017,FRA,A,Transient
8/15/2017,PRT,A,Transient
8/14/2017,ITA,A,Transient
8/15/2017,PRT,A,Transient
8/4/2017,PRT,E,Transient
8/13/2017,GBR,C,Transient
8/15/2017,PRT,A,Transient
8/15/2017,ESP,D,Transient
8/15/2017,ESP,D,Transient
8/15/2017,ESP,D,Transient
8/14/2017,USA,H,Transient
8/14/2017,PRT,D,Transient
8/15/2017,ESP,A,Transient
8/5/2017,IRL,F,Transient-Party
8/5/2017,IRL,F,Transient-Party
8/12/2017,FIN,A,Transient
8/13/2017,CN,E,Transient
8/15/2017,MAR,A,Transient-Party
8/9/2017,BEL,H,Transient
8/13/2017,USA,C,Transient
8/15/2017,FRA,D,Transient
8/15/2017,MAR,A,Transient-Party
8/7/2017,PRT,A,Transient
8/11/2017,ESP,G,Transient
8/5/2017,IRL,F,Transient-Party
8/16/2017,PRT,A,Transient
8/10/2017,GBR,A,Contract
8/7/2017,PRT,D,Transient
8/7/2017,GBR,D,Contract
8/10/2017,PRT,A,Transient
8/7/2017,FRA,E,Transient-Party
8/7/2017,FRA,G,Transient-Party
8/12/2017,CHE,E,Transient
8/15/2017,BRA,F,Transient
8/15/2017,PRT,F,Transient
8/13/2017,FRA,A,Transient-Party
8/13/2017,FRA,A,Transient-Party
8/13/2017,FRA,A,Transient-Party
8/13/2017,FRA,A,Transient-Party
8/7/2017,GBR,D,Contract
8/14/2017,JPN,E,Transient
8/11/2017,ESP,A,Transient-Party
8/11/2017,ESP,A,Transient-Party
8/10/2017,ESP,A,Transient-Party
8/10/2017,ESP,A,Transient-Party
8/10/2017,PRT,A,Transient
8/10/2017,ESP,A,Transient
8/11/2017,USA,E,Transient
8/11/2017,USA,E,Transient
8/11/2017,USA,E,Transient
8/11/2017,PRT,D,Transient
8/11/2017,ESP,C,Transient
8/11/2017,USA,D,Transient
8/7/2017,FRA,D,Transient
8/7/2017,FRA,D,Transient
8/15/2017,DNK,A,Transient
8/10/2017,PRT,E,Transient
8/16/2017,USA,A,Transient
8/15/2017,NOR,A,Transient
8/15/2017,PRT,A,Transient
8/8/2017,BEL,A,Transient
8/8/2017,BEL,A,Transient
8/14/2017,PRT,A,Transient
8/13/2017,CN,A,Transient
8/13/2017,CN,A,Transient
8/13/2017,CN,A,Transient
8/14/2017,BRA,A,Transient
8/16/2017,FRA,H,Transient
8/13/2017,ESP,C,Transient
8/12/2017,GBR,E,Transient
8/8/2017,DEU,A,Transient
8/8/2017,DEU,A,Transient
8/11/2017,GBR,D,Contract
8/7/2017,GBR,E,Group
8/11/2017,GBR,D,Contract
8/17/2017,PRT,A,Transient
8/14/2017,FRA,A,Transient-Party
8/14/2017,FRA,A,Transient-Party
8/12/2017,IRL,D,Transient
8/17/2017,ESP,A,Transient-Party
8/17/2017,ESP,A,Transient-Party
8/13/2017,CHE,A,Transient
8/17/2017,PRT,C,Transient
8/12/2017,GBR,A,Transient
8/15/2017,ESP,A,Transient
8/13/2017,PRT,G,Transient
8/14/2017,PRT,G,Transient
8/16/2017,USA,D,Transient
8/17/2017,PRT,D,Transient
8/17/2017,NOR,A,Transient
8/16/2017,PRT,E,Transient
8/16/2017,PRT,A,Transient-Party
8/16/2017,PRT,E,Transient-Party
8/8/2017,GBR,D,Contract
8/16/2017,USA,F,Transient
8/14/2017,ESP,F,Transient
8/12/2017,PRT,D,Transient
8/16/2017,CN,A,Transient
8/17/2017,ITA,A,Transient
8/17/2017,BRA,D,Transient
8/14/2017,AUS,A,Transient
8/16/2017,USA,D,Transient
8/16/2017,GBR,D,Contract
8/12/2017,PRT,A,Transient-Party
8/12/2017,PRT,A,Transient-Party
8/18/2017,PRT,A,Transient
8/13/2017,PRT,E,Transient
8/16/2017,IRN,A,Transient
8/18/2017,FRA,D,Transient
8/12/2017,PRT,A,Transient
8/19/2017,PRT,A,Group
8/17/2017,USA,F,Transient
8/15/2017,PRT,A,Transient
8/12/2017,LUX,D,Transient
8/17/2017,USA,D,Transient
8/18/2017,ESP,E,Transient-Party
8/19/2017,ESP,E,Transient-Party
8/18/2017,ESP,E,Transient-Party
8/19/2017,ESP,E,Transient-Party
8/12/2017,PRT,C,Transient
8/12/2017,PRT,C,Transient
8/14/2017,FRA,F,Transient
8/13/2017,PRT,A,Transient
8/12/2017,GBR,A,Transient
8/12/2017,ESP,F,Transient
8/18/2017,GBR,C,Transient
8/15/2017,PRT,G,Transient
8/17/2017,PRT,A,Transient
8/8/2017,PRT,A,Transient
8/12/2017,GBR,D,Transient
8/14/2017,PRT,A,Transient
8/5/2017,GBR,E,Transient
8/9/2017,PRT,E,Transient
8/14/2017,GBR,A,Transient
8/18/2017,PRT,D,Transient
8/18/2017,USA,D,Transient
8/18/2017,PRT,H,Transient
8/13/2017,PRT,E,Transient
8/17/2017,ESP,A,Transient
8/12/2017,GBR,D,Transient
8/14/2017,PRT,A,Contract
8/17/2017,ITA,A,Transient
8/13/2017,PRT,D,Transient
8/10/2017,GBR,E,Group
8/9/2017,ESP,A,Transient
8/17/2017,IRL,D,Transient
8/9/2017,ESP,E,Transient
8/13/2017,GBR,D,Contract
8/13/2017,PRT,A,Transient
8/18/2017,USA,G,Transient
8/13/2017,DEU,D,Transient
8/16/2017,PRT,D,Transient
8/16/2017,PRT,D,Transient
8/16/2017,PRT,D,Transient
8/15/2017,ESP,C,Transient
8/13/2017,PRT,D,Transient
8/13/2017,PRT,D,Transient
8/18/2017,ITA,E,Transient
8/13/2017,ROU,E,Transient
8/18/2017,ESP,A,Transient
8/12/2017,ESP,D,Transient
8/12/2017,PRT,A,Transient
8/18/2017,BRA,A,Transient
8/14/2017,PRT,D,Transient
8/15/2017,ESP,A,Transient
8/17/2017,PRT,G,Transient
8/17/2017,GBR,A,Transient
8/18/2017,ZAF,D,Transient
8/14/2017,PRT,A,Transient
8/6/2017,PRT,D,Group
8/17/2017,ESP,G,Transient
8/10/2017,IRL,A,Contract
8/10/2017,IRL,A,Contract
8/14/2017,PRT,C,Transient
8/19/2017,ESP,A,Transient
8/20/2017,PRT,E,Transient
8/14/2017,GBR,A,Transient
8/7/2017,GEO,C,Transient
8/17/2017,GBR,E,Transient
8/11/2017,GBR,D,Contract
8/18/2017,PRT,A,Transient
8/14/2017,PRT,E,Transient
8/14/2017,GBR,E,Transient
8/11/2017,IRL,D,Contract
8/14/2017,ESP,E,Transient
8/20/2017,ESP,A,Transient
8/21/2017,ESP,A,Transient
8/14/2017,FRA,D,Transient
8/10/2017,GBR,D,Transient
8/14/2017,ESP,D,Transient
8/16/2017,PRT,C,Transient
8/16/2017,ESP,H,Transient
8/18/2017,GBR,A,Transient
8/17/2017,PRT,A,Transient-Party
8/17/2017,PRT,A,Transient-Party
8/17/2017,ITA,A,Transient
8/20/2017,ESP,A,Transient
8/17/2017,ESP,A,Transient-Party
8/17/2017,ESP,A,Transient-Party
8/16/2017,ESP,A,Transient
8/19/2017,DEU,A,Transient-Party
8/19/2017,DEU,D,Transient-Party
8/15/2017,POL,A,Transient
8/16/2017,PRT,A,Transient
8/14/2017,GBR,C,Transient
8/18/2017,PRT,D,Transient-Party
8/7/2017,PRT,E,Transient
8/18/2017,PRT,A,Transient-Party
8/18/2017,IRL,E,Transient
8/17/2017,GBR,G,Transient
8/20/2017,USA,D,Transient
8/15/2017,GBR,D,Contract
8/18/2017,BRA,A,Transient-Party
8/13/2017,IRL,D,Transient
8/18/2017,BRA,A,Transient-Party
8/19/2017,ESP,A,Transient
8/17/2017,ESP,H,Transient
8/21/2017,PRT,D,Transient
8/17/2017,ESP,D,Transient
8/16/2017,PRT,C,Transient
8/16/2017,PRT,A,Transient
8/17/2017,IRL,A,Transient
8/17/2017,ESP,A,Transient
8/16/2017,PRT,G,Transient
8/16/2017,ESP,A,Transient
8/19/2017,BRA,F,Transient
8/20/2017,PRT,E,Transient
8/16/2017,ESP,A,Transient
8/18/2017,DEU,D,Transient
8/16/2017,PRT,A,Transient
8/19/2017,PRT,F,Transient
8/19/2017,PRT,E,Transient
8/19/2017,ESP,D,Transient
8/20/2017,PRT,A,Transient
8/20/2017,PRT,G,Transient
8/17/2017,PRT,A,Transient
8/21/2017,PRT,E,Transient
8/22/2017,PRT,A,Transient
8/21/2017,ESP,F,Transient
8/19/2017,USA,A,Transient
8/16/2017,GBR,A,Contract
8/13/2017,PRT,D,Transient
8/22/2017,CHE,F,Transient
8/17/2017,PRT,A,Transient
8/19/2017,FRA,D,Transient
8/16/2017,PRT,D,Transient
8/16/2017,PRT,D,Transient-Party
8/16/2017,PRT,A,Transient-Party
8/21/2017,ESP,E,Transient
8/17/2017,PRT,A,Transient
8/21/2017,ESP,A,Transient
8/21/2017,NLD,C,Transient
8/16/2017,ESP,D,Transient
8/22/2017,ESP,G,Transient
8/17/2017,FRA,E,Transient
8/17/2017,FRA,E,Transient
8/19/2017,ESP,H,Transient
8/22/2017,ESP,F,Transient
8/20/2017,IRL,E,Transient
8/15/2017,GBR,A,Transient
8/18/2017,PRT,A,Transient
8/21/2017,GBR,A,Transient
8/16/2017,PRT,A,Transient
8/21/2017,BRA,A,Transient
8/12/2017,PRT,A,Transient
8/12/2017,PRT,A,Transient
8/12/2017,FRA,E,Transient
8/12/2017,FRA,E,Transient
8/17/2017,GBR,A,Transient
8/20/2017,GBR,A,Transient
8/17/2017,GBR,A,Transient-Party
8/17/2017,GBR,A,Transient-Party
8/13/2017,PRT,D,Contract
8/19/2017,AUS,A,Transient
8/14/2017,GBR,D,Contract
8/14/2017,GBR,A,Contract
8/23/2017,PRT,F,Transient
8/17/2017,PRT,A,Transient
8/17/2017,ESP,E,Transient
8/20/2017,ESP,G,Transient
8/18/2017,BEL,E,Transient
8/16/2017,PRT,D,Transient
8/16/2017,PRT,C,Transient
8/19/2017,ROU,F,Transient
8/17/2017,FRA,D,Transient
8/23/2017,ESP,D,Transient
8/17/2017,FRA,D,Transient
8/23/2017,PRT,A,Transient
8/21/2017,ESP,E,Transient
8/23/2017,ESP,A,Transient
8/21/2017,ESP,A,Transient
8/23/2017,CHE,D,Transient
8/22/2017,GBR,H,Transient
8/17/2017,PRT,C,Transient
8/20/2017,CN,A,Transient
8/19/2017,ESP,F,Transient
8/20/2017,CN,A,Transient
8/22/2017,GBR,D,Transient
8/19/2017,GBR,A,Contract
8/20/2017,CN,A,Transient
8/22/2017,COL,A,Transient
8/20/2017,CN,A,Transient
8/22/2017,PRT,D,Transient
8/21/2017,CN,A,Transient
8/15/2017,GBR,A,Contract
8/18/2017,GBR,D,Contract
8/15/2017,IRL,A,Contract
8/14/2017,PRT,E,Transient
8/18/2017,GBR,D,Contract
8/16/2017,NLD,E,Transient
8/14/2017,GBR,D,Contract
8/18/2017,ESP,A,Transient
8/18/2017,PRT,D,Transient
8/15/2017,GBR,A,Contract
8/20/2017,PRT,D,Transient
8/21/2017,ESP,A,Transient
8/22/2017,PRT,H,Transient
8/20/2017,PRT,D,Transient
8/20/2017,PRT,D,Transient
8/18/2017,IRL,A,Transient
8/18/2017,PRT,E,Transient
8/18/2017,PRT,D,Contract
8/16/2017,ESP,A,Transient
8/19/2017,PRT,F,Transient
8/21/2017,GBR,C,Transient
8/22/2017,FRA,C,Transient
8/18/2017,GBR,A,Transient
8/15/2017,AUT,D,Transient
8/20/2017,PRT,A,Transient
8/23/2017,ESP,C,Transient
8/22/2017,PRT,E,Transient
8/21/2017,PRT,A,Transient
8/22/2017,PRT,D,Transient
8/21/2017,PRT,D,Transient
8/19/2017,CHE,E,Transient-Party
8/22/2017,IRL,G,Transient
8/16/2017,PRT,D,Transient
8/20/2017,ESP,A,Transient
8/19/2017,PRT,E,Transient
8/19/2017,PRT,A,Transient
8/21/2017,PRT,E,Transient
8/19/2017,PRT,G,Transient
8/22/2017,CN,A,Transient
8/21/2017,PRT,E,Transient
8/19/2017,PRT,D,Transient-Party
8/19/2017,ESP,D,Transient-Party
8/24/2017,ESP,C,Transient
8/25/2017,PRT,F,Transient
8/19/2017,PRT,A,Transient
8/19/2017,PRT,A,Transient
8/25/2017,PRT,A,Transient-Party
8/25/2017,PRT,C,Transient-Party
8/21/2017,PRT,A,Transient
8/19/2017,PRT,C,Transient
8/19/2017,PRT,C,Transient
8/19/2017,PRT,A,Transient
8/21/2017,ESP,A,Transient
8/25/2017,PRT,A,Transient
8/19/2017,PRT,A,Transient-Party
8/19/2017,PRT,A,Transient-Party
8/20/2017,PRT,E,Transient
8/21/2017,PRT,D,Transient
8/21/2017,PRT,D,Transient
8/25/2017,ESP,A,Transient
8/19/2017,PRT,A,Transient-Party
8/19/2017,GBR,D,Contract
8/25/2017,PRT,D,Transient
8/26/2017,PRT,E,Transient
8/22/2017,CHE,A,Transient
8/13/2017,GBR,A,Contract
8/14/2017,GBR,A,Contract
8/23/2017,ITA,A,Transient
8/17/2017,ESP,A,Transient
8/22/2017,ESP,A,Transient-Party
8/22/2017,ESP,A,Transient-Party
8/21/2017,PRT,D,Transient
8/20/2017,IRL,D,Transient
8/20/2017,GBR,D,Group
8/25/2017,ESP,A,Transient
8/20/2017,PRT,A,Transient
8/23/2017,ESP,A,Transient
8/26/2017,ITA,E,Transient
8/25/2017,DEU,D,Transient
8/20/2017,PRT,C,Transient
8/24/2017,PRT,E,Transient
8/13/2017,GBR,D,Contract
8/20/2017,PRT,A,Transient
8/23/2017,ESP,D,Transient
8/21/2017,IRL,A,Transient
8/24/2017,POL,H,Transient
8/25/2017,PRT,D,Transient
8/19/2017,GBR,E,Transient
8/22/2017,ESP,G,Transient
8/23/2017,PRT,A,Transient
8/20/2017,PRT,C,Transient
8/25/2017,ESP,D,Transient
8/20/2017,ROU,D,Transient
8/25/2017,PRT,D,Transient
8/25/2017,ESP,E,Transient
8/25/2017,PRT,F,Transient
8/25/2017,ROU,A,Transient
8/22/2017,ROU,D,Transient
8/23/2017,IRL,A,Transient
8/19/2017,PRT,C,Transient
8/26/2017,PRT,G,Transient
8/22/2017,LTU,A,Transient
8/25/2017,IRL,A,Transient
8/23/2017,USA,E,Transient
8/20/2017,GBR,D,Contract
8/27/2017,CHE,H,Transient
8/24/2017,GBR,A,Transient
8/25/2017,USA,A,Transient
8/21/2017,GBR,G,Transient
8/21/2017,GBR,A,Contract
8/21/2017,GBR,D,Group
8/21/2017,IRL,A,Contract
8/18/2017,GBR,A,Contract
8/22/2017,IRL,A,Transient
8/21/2017,PRT,A,Transient
8/21/2017,GBR,D,Contract
8/21/2017,PRT,A,Transient
8/27/2017,ITA,D,Transient-Party
8/27/2017,PRT,D,Transient-Party
8/27/2017,ITA,D,Transient-Party
8/27/2017,ITA,D,Transient-Party
8/25/2017,GBR,A,Transient
8/27/2017,CHE,C,Transient
8/28/2017,CHE,E,Transient
8/23/2017,DEU,D,Transient
8/27/2017,PRT,D,Transient-Party
8/25/2017,BRA,D,Transient-Party
8/25/2017,PAK,D,Transient-Party
8/26/2017,ESP,E,Transient
8/26/2017,USA,A,Transient
8/25/2017,ESP,C,Transient-Party
8/25/2017,ESP,E,Transient-Party
8/24/2017,POL,A,Contract
8/22/2017,ESP,E,Transient
8/22/2017,PRT,D,Transient
8/27/2017,PRT,C,Transient
8/22/2017,PRT,A,Transient
8/21/2017,PRT,E,Transient
8/21/2017,PRT,E,Transient
8/21/2017,ESP,F,Transient
8/21/2017,ESP,D,Transient
8/27/2017,PRT,A,Transient
8/24/2017,ESP,D,Transient
8/25/2017,PRT,A,Transient
8/28/2017,PRT,A,Transient
8/21/2017,ESP,E,Transient
8/24/2017,PRT,E,Transient
8/24/2017,GBR,F,Transient
8/27/2017,PRT,A,Transient-Party
8/27/2017,PRT,A,Transient-Party
8/27/2017,PRT,A,Transient-Party
8/23/2017,GBR,D,Transient
8/23/2017,USA,H,Transient
8/26/2017,CHL,A,Transient
8/27/2017,HRV,E,Transient
8/23/2017,ESP,G,Transient
8/26/2017,ESP,A,Transient-Party
8/24/2017,PRT,A,Transient
8/26/2017,ESP,A,Transient-Party
8/26/2017,ESP,A,Transient
8/23/2017,PRT,A,Transient
8/29/2017,PRT,A,Transient
8/26/2017,ESP,C,Transient
8/22/2017,PRT,E,Transient
8/22/2017,PRT,A,Transient
8/20/2017,PRT,D,Transient
8/20/2017,PRT,D,Transient
8/20/2017,PRT,D,Transient
8/25/2017,ESP,A,Transient
8/20/2017,GBR,D,Contract
8/16/2017,ARG,C,Transient
8/23/2017,IRL,A,Transient-Party
8/23/2017,IRL,A,Transient-Party
8/26/2017,ESP,D,Transient
8/21/2017,PRT,C,Transient
8/23/2017,PRT,F,Transient
8/27/2017,CN,C,Transient
8/24/2017,PRT,D,Transient
8/25/2017,PRT,A,Transient
8/27/2017,ESP,A,Transient
8/28/2017,BRA,A,Transient
8/28/2017,USA,C,Transient
8/28/2017,USA,C,Transient
8/23/2017,GBR,D,Contract
8/25/2017,PRT,D,Transient
8/27/2017,BEL,A,Transient
8/26/2017,CN,D,Transient
8/20/2017,IRL,D,Transient
8/20/2017,POL,G,Transient
8/27/2017,GBR,A,Transient
8/23/2017,BEL,D,Transient
8/27/2017,PRT,G,Transient
8/23/2017,BEL,A,Transient
8/23/2017,GBR,F,Transient
8/30/2017,PRT,A,Transient
8/28/2017,PRT,A,Transient
8/30/2017,PRT,A,Transient
8/24/2017,IRL,D,Transient
8/24/2017,GBR,D,Contract
8/24/2017,GBR,A,Contract
8/24/2017,GBR,A,Contract
8/24/2017,GBR,D,Contract
8/28/2017,GBR,E,Transient
8/24/2017,GBR,A,Contract
8/24/2017,GBR,A,Contract
8/24/2017,GBR,D,Contract
8/24/2017,GBR,D,Group
8/24/2017,ITA,D,Transient
8/30/2017,PRT,A,Transient
8/30/2017,ESP,A,Transient
8/24/2017,GBR,A,Transient
8/24/2017,GBR,A,Group
8/24/2017,GBR,D,Contract
8/24/2017,GBR,D,Contract
8/27/2017,PRT,C,Transient
8/24/2017,PRT,A,Transient
8/24/2017,PRT,A,Transient
8/22/2017,EST,A,Transient
8/24/2017,PRT,A,Transient
8/31/2017,PRT,A,Group
8/24/2017,PRT,A,Transient
8/24/2017,PRT,A,Transient
8/30/2017,PRT,C,Transient
8/24/2017,PRT,F,Transient
8/26/2017,ESP,A,Transient
8/25/2017,PRT,A,Transient
8/28/2017,LUX,E,Transient-Party
8/27/2017,PRT,D,Transient
8/27/2017,PRT,A,Transient
8/27/2017,CN,A,Transient
8/27/2017,CN,A,Transient
8/27/2017,RUS,A,Transient
8/26/2017,PRT,A,Transient
8/24/2017,PRT,A,Transient
8/27/2017,CHE,D,Transient-Party
8/27/2017,CHE,A,Transient-Party
8/27/2017,CHE,E,Transient-Party
8/27/2017,CHE,A,Transient-Party
8/30/2017,NLD,A,Transient
8/31/2017,NLD,A,Transient
8/26/2017,ESP,A,Transient
8/28/2017,PRT,E,Transient-Party
8/24/2017,PRT,F,Transient
8/28/2017,ESP,A,Transient
8/30/2017,CN,D,Transient
8/25/2017,GBR,D,Contract
8/31/2017,RUS,E,Transient
8/25/2017,PRT,A,Transient
8/25/2017,PRT,A,Transient
8/30/2017,PRT,E,Transient
8/30/2017,PRT,D,Transient
8/30/2017,BRA,A,Transient
8/30/2017,BRA,A,Transient
8/30/2017,USA,A,Transient
8/25/2017,PRT,D,Transient
8/22/2017,CHE,D,Transient
8/22/2017,GBR,E,Transient
8/22/2017,FRA,E,Transient
8/28/2017,ESP,A,Transient
8/28/2017,ESP,E,Transient
8/26/2017,PRT,D,Transient
8/30/2017,GBR,A,Transient
8/29/2017,SWE,E,Transient
8/23/2017,IRL,E,Transient
8/25/2017,GBR,G,Transient
8/26/2017,ESP,E,Transient
8/25/2017,MAR,E,Transient
8/28/2017,SVK,D,Transient
8/24/2017,GBR,A,Contract
8/26/2017,ESP,G,Transient
8/28/2017,CN,D,Transient
8/26/2017,PRT,C,Transient
8/19/2017,GBR,D,Contract
8/26/2017,PRT,D,Transient
8/26/2017,PRT,E,Transient
8/31/2017,ITA,H,Transient
8/28/2017,PRT,D,Transient
8/28/2017,PRT,D,Transient
8/30/2017,CN,D,Transient
8/31/2017,TUR,A,Transient
8/26/2017,PRT,A,Transient
8/31/2017,TUR,A,Transient
8/28/2017,PRT,A,Transient
8/29/2017,ESP,A,Transient
8/28/2017,ESP,A,Transient
8/26/2017,PRT,A,Transient
8/26/2017,PRT,A,Transient
8/28/2017,ESP,C,Transient
8/26/2017,CHE,F,Transient
8/31/2017,USA,D,Transient
8/27/2017,BGR,A,Transient
8/28/2017,PRT,A,Transient
8/29/2017,CN,A,Transient
8/29/2017,CN,A,Transient
8/31/2017,NLD,A,Transient
8/26/2017,PRT,D,Transient
8/29/2017,GBR,D,Transient
8/31/2017,ESP,A,Transient
8/26/2017,BEL,D,Transient
8/28/2017,PRT,C,Transient
8/27/2017,GBR,D,Group
8/28/2017,GBR,A,Contract
8/27/2017,IRL,G,Transient
8/27/2017,PRT,D,Transient
8/27/2017,PRT,H,Transient
8/27/2017,PRT,A,Transient
8/31/2017,PRT,A,Transient
8/27/2017,GBR,A,Transient
8/28/2017,PRT,A,Transient
8/27/2017,IRL,A,Transient
8/31/2017,CN,A,Transient
8/29/2017,USA,E,Transient
8/27/2017,PRT,E,Transient
8/27/2017,PRT,D,Transient
8/31/2017,PRT,A,Transient-Party
8/31/2017,PRT,C,Transient-Party
8/31/2017,DEU,E,Transient
8/28/2017,ROU,D,Transient
8/31/2017,ESP,A,Transient-Party
8/31/2017,ESP,A,Transient-Party
8/28/2017,PRT,E,Transient
8/30/2017,PRT,A,Transient
8/30/2017,PRT,A,Transient
8/27/2017,GBR,E,Contract
8/27/2017,GBR,A,Contract
8/27/2017,GBR,A,Contract
8/28/2017,ESP,A,Transient
8/28/2017,GBR,D,Group
8/30/2017,PRT,A,Transient
8/31/2017,ESP,A,Transient
8/28/2017,ESP,C,Transient
8/23/2017,DEU,E,Transient
8/28/2017,GBR,D,Transient
8/28/2017,GBR,D,Contract
8/30/2017,ESP,A,Transient
8/28/2017,GBR,A,Contract
8/28/2017,PRT,D,Transient
8/28/2017,PRT,D,Transient
8/28/2017,PRT,D,Transient
8/31/2017,PRT,D,Transient
8/28/2017,IRL,D,Transient
8/28/2017,CHE,F,Transient
8/29/2017,BEL,D,Transient
8/26/2017,GBR,A,Contract
8/29/2017,GBR,D,Transient
8/27/2017,GBR,E,Transient
8/27/2017,ESP,E,Transient
8/31/2017,GBR,A,Contract
8/31/2017,GBR,F,Transient
8/29/2017,IRL,A,Transient
8/29/2017,ITA,D,Transient
8/31/2017,PRT,A,Transient
8/28/2017,ROU,E,Transient-Party
8/28/2017,ROU,A,Transient-Party
8/29/2017,ROU,E,Transient-Party
8/31/2017,GBR,A,Transient
8/29/2017,GBR,F,Transient
8/26/2017,GBR,A,Contract
8/29/2017,PRT,A,Transient
8/29/2017,GBR,A,Transient
8/30/2017,ESP,D,Transient
8/28/2017,DEU,D,Transient
8/30/2017,GBR,A,Transient
8/28/2017,GBR,D,Transient
8/30/2017,GBR,D,Group
8/30/2017,IRL,A,Transient
8/30/2017,PRT,C,Transient
8/26/2017,PRT,A,Transient
8/29/2017,PRT,A,Transient
8/30/2017,PRT,E,Transient
8/31/2017,PRT,D,Transient
8/30/2017,IRL,D,Transient
8/31/2017,PRT,D,Transient
8/31/2017,IRL,A,Transient
8/30/2017,BEL,D,Group
8/31/2017,GBR,D,Transient
8/31/2017,GBR,E,Contract
8/24/2017,GBR,A,Contract
8/31/2017,GBR,A,Contract
8/31/2017,GBR,E,Contract
8/31/2017,GBR,A,Contract
8/24/2017,GBR,A,Contract
8/31/2017,GBR,D,Contract
8/31/2017,GBR,E,Transient
8/31/2017,ITA,G,Transient
8/31/2017,CN,A,Transient
8/31/2017,GBR,F,Transient
8/31/2017,CN,A,Transient
8/25/2017,GBR,D,Contract
8/25/2017,IRL,E,Transient
8/26/2017,DEU,A,Transient
8/29/2017,GBR,D,Contract
8/29/2017,ESP,E,Transient
8/31/2017,GBR,D,Contract
8/27/2017,PRT,D,Transient-Party
8/26/2017,NLD,D,Transient
8/26/2017,GBR,E,Transient
8/24/2017,GBR,D,Contract
8/30/2017,IRL,E,Transient-Party
8/31/2017,GBR,A,Transient
8/30/2017,IRL,E,Transient-Party
8/29/2017,IRL,E,Transient
8/31/2017,GBR,D,Contract
8/31/2017,DEU,A,Transient
7/1/2015,PRT,A,Transient
7/1/2015,PRT,A,Transient
7/1/2015,PRT,A,Transient
7/1/2015,PRT,A,Transient
7/2/2015,PRT,A,Transient
7/2/2015,PRT,A,Transient
7/2/2015,PRT,A,Transient-Party
7/2/2015,PRT,A,Transient
7/2/2015,PRT,A,Transient
7/2/2015,PRT,A,Transient
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient-Party
7/3/2015,PRT,A,Transient
7/3/2015,PRT,A,Transient
7/4/2015,PRT,A,Transient
7/4/2015,PRT,A,Transient
7/4/2015,PRT,A,Transient
7/4/2015,PRT,A,Transient-Party
